01_A63GS3;Presión de succión de compresor de 3ra etapa / Proc.compr.3ra st.suction gas pressure ;Err:511;PSI;#ADDIN?
01_A26GS3;Temperatura de succión de compresor de 3ra etapa / Proc.compr.3rd stage suction gas temperature Tx ;Err:511;°F;#ADDIN?
01_A63GD3;Presión de descarga de compresor de 3ra etapa / Proc.compr.3rd stage disharge pressure  ;Err:511;PSI;#ADDIN?
01_A26GD3;Temperatura de descarga de compresor de 3era etapa / Proc.compr.3rd stage discharge gas temperature Tx ;Err:511;°F;#ADDIN?
01_A63GF3;Presión diferencial filtros compr 2da etapa / Proc.compr.3rd.filter diff.press.trans. ;Err:511;;#ADDIN?
01_TI_0201;Coj. Radial eje baja vel. Lado compresor / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0202;Coj. Radial eje baja vel. Lado compresor / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0203;Coj. Empuje inactivo baja velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0204;Coj. Empuje inactivo baja velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0205;Coj. Empuje activo eje baja velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0206;Coj. Empuje activo eje baja velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0211;Coj. Empuje activo eje baja velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0207;Coj. Radial eje baja vel. lado turbina  / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0208;Coj. Radial eje baja vel. lado turbina / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0216;Coj. Radial lado turbina eje alta vel. / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0215;Coj. Radial lado turbina eje alta vel. / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0214;Coj. Empuje inactivo eje alta vel. / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0213;Coj. Empuje inactivo eje alta vel. / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0212;Coj. Empuje activo eje alta velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0209;Coj. Empuje activo eje alta velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0210;Coj. Empuje activo eje alta velocidad / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0218;Coj. Radial lado compresor eje alta vel. / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0217;Coj. Radial lado compresor eje alta vel. / Gear-box bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0219;Coj. Radial lado caja de engranaje / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0220;Coj. Empuje lado  inactivo / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0221;Coj. Empuje lado activo / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0222;Coj. Empuje lado activo / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0223;Coj. Radial lado caja de engranaje / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0224;Coj. Radial lado comp. 2da etapa / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0225;Coj. Radial lado comp. 2da etapa / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0226;Coj. Empuje lado inactivo / Compr. K-01  bearing temperature detector ;Err:511;°F;#ADDIN?
01_TI_0227;Coj. Empuje lado activo / Compr. K-01  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0228;Coj. Radial lado compresor 1era etapa / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
01_TI_0229;Coj. Empuje lado inactivo  / Compr. K-02  bearing temperature detector;Err:511;°F;#ADDIN?
